inep,status,tempo,nome_escola,uf_escola,dependencia_escola,estudantes_escola,estudantes_escola_maior_turno,vel_adequada,status_medidor,vel_download,vel_upload,latencia,jitter,perda_pacote,nro_medicoes,medicoes_escola,max_95_down,provedoresSIMET_regiao,provedor_do_estabelecimento
15562220,sucesso,8.57,Escola Escola Estadual Profa Albanizia De Oliveira Lima,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 1043 (Censo 2025),Número de estudantes no maior turno: 618 (Censo 2025),Velocidade adequada: 618Mbit/s,Medidor ativo,"42,6","24,9","2,6","0,2",1,115,NA,-,Prodepa Emp Tec Da Inf E Com Do Estado Do Pará,Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15561836,sucesso,14.56,Escola Escola Estadual Profa Marieta Emmi,Município: Santa Izabel Do Pará - Para,Gestão: Estadual,Número de estudantes: 557 (Censo 2025),Número de estudantes no maior turno: 270 (Censo 2025),Velocidade adequada: 270Mbit/s,Medidor ativo,"14,5","25,4","117,1","7,7","0,4",14,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará","SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará"
15561429,sucesso,15.77,Escola Escola Estadual Maria Das Merces De Oliveira Conor,Município: Castanhal - Para,Gestão: Estadual,Número de estudantes: 554 (Censo 2025),Número de estudantes no maior turno: 272 (Censo 2025),Velocidade adequada: 272Mbit/s,Medidor ativo,"31,4","25,2","104,1","6,4","1,4",35,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Sea Telecom Ltda","SpaceX Starlink, Sea Telecom Ltda"
15560260,sucesso,11.45,Escola Escola Estadual De Tessalonica,Município: Irituia - Para,Gestão: Estadual,Número de estudantes: 343 (Censo 2025),Número de estudantes no maior turno: 201 (Censo 2025),Velocidade adequada: 201Mbit/s,Medidor Não instalado,,,,,,,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Sea Telecom Ltda",
15559726,sucesso,15.22,Escola Escola Estadual Irma Theodora,Município: Marabá - Para,Gestão: Estadual,Número de estudantes: 440 (Censo 2025),Número de estudantes no maior turno: 220 (Censo 2025),Velocidade adequada: 220Mbit/s,Medidor Não instalado,,,,,,,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Sea Telecom Ltda",
15559211,sucesso,11.86,Escola Escola Estadual Prof Francisco Nunes,Município: Irituia - Para,Gestão: Estadual,Número de estudantes: 239 (Censo 2025),Número de estudantes no maior turno: 177 (Censo 2025),Velocidade adequada: 177Mbit/s,Medidor Não instalado,,,,,,,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Sea Telecom Ltda",
15558690,sucesso,11.30,Escola Escola Estadual Jose Lourenco,Município: Breu Branco - Para,Gestão: Estadual,Número de estudantes: 318 (Censo 2025),Número de estudantes no maior turno: 318 (Censo 2025),Velocidade adequada: 318Mbit/s,Medidor Não instalado,,,,,,,NA,-,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink, Sea Telecom Ltda",
15558118,sucesso,19.33,Escola Escola Estadual Dr Sergio Mota,Município: Muaná - Para,Gestão: Estadual,Número de estudantes: 1064 (Censo 2025),Número de estudantes no maior turno: 483 (Censo 2025),Velocidade adequada: 483Mbit/s,Medidor ativo,"12,3","29,8","56,6","1,4","0,8",359,NA,-,"Martinsnet Serviços De Telecomunicações Ltda, SpaceX Starlink",SpaceX Starlink
15555933,sucesso,28.65,Escola Escola Estadual Profa Maria Camara Paes,Município: Breves - Para,Gestão: Estadual,Número de estudantes: 719 (Censo 2025),Número de estudantes no maior turno: 253 (Censo 2025),Velocidade adequada: 253Mbit/s,Medidor ativo,"521,1","212,8","39,3","0,2","1,4",1063,NA,-,"Martinsnet Serviços De Telecomunicações Ltda, SpaceX Starlink",
15555186,sucesso,7.45,Escola Escola Estadual Prof Benvinda De Araujo Pontes,Município: Abaetetuba - Para,Gestão: Estadual,Número de estudantes: 409 (Censo 2025),Número de estudantes no maior turno: 409 (Censo 2025),Velocidade adequada: 409Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Martinsnet Serviços De Telecomunicações Ltda, SpaceX Starlink",
15553655,sucesso,30.98,Escola Escola Estadual Raimundo Ribeiro Da Costa,Município: Oeiras Do Pará - Para,Gestão: Estadual,Número de estudantes: 1021 (Censo 2025),Número de estudantes no maior turno: 435 (Censo 2025),Velocidade adequada: 435Mbit/s,Medidor ativo,"56,6","32,2","64,3","1,4","0,3",427,NA,-,"Martinsnet Serviços De Telecomunicações Ltda, SpaceX Starlink",
15553566,timeout,60.13,,,,,,,,,,,,,,,,,
15553558,timeout,60.50,,,,,,,,,,,,,,,,,
15552594,sucesso,14.35,Escola Escola Estadual Ruy Paranatinga Barata,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 549 (Censo 2025),Número de estudantes no maior turno: 413 (Censo 2025),Velocidade adequada: 413Mbit/s,Medidor ativo,"5,3","9,5","73,4","0,4","1,2",409,NA,-,V Tal,V Tal
15552586,sucesso,9.73,Escola Escola Estadual Prof Antonio Gomes Moreira Junior,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 497 (Censo 2025),Número de estudantes no maior turno: 335 (Censo 2025),Velocidade adequada: 335Mbit/s,Medidor ativo,"123,3","30,9","61,4","1,7","0,3",52,NA,-,"V Tal, SpaceX Starlink",SpaceX Starlink
15551890,sucesso,9.82,Escola Escola Estadual Rio Tapajos,Município: Santarém - Para,Gestão: Estadual,Número de estudantes: 1071 (Censo 2025),Número de estudantes no maior turno: 585 (Censo 2025),Velocidade adequada: 585Mbit/s,Medidor ativo,"83,2","66,2","34,2","1,7","1,2",271,NA,-,"Mov Telecom Ltda, Rede Nacional De Ensino E Pesquisa, Telefônica Brasil Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará, Xingu Telecom Ltda, Conect Provedor De Internet Ltda Epp","Rede Nacional De Ensino E Pesquisa, Telefônica Brasil Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará, Xingu Telecom Ltda, Conect Provedor De Internet Ltda Epp"
15551423,sucesso,6.72,Escola Escola Estadual Rui Barbosa,Município: Tucuruí - Para,Gestão: Estadual,Número de estudantes: 403 (Censo 2025),Número de estudantes no maior turno: 403 (Censo 2025),Velocidade adequada: 403Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Mov Telecom Ltda, Rede Nacional De Ensino E Pesquisa, Telefônica Brasil Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará, Xingu Telecom Ltda, Conect Provedor De Internet Ltda Epp",
15551415,sucesso,10.81,Escola Escola Estadual Ana Pontes Francez,Município: Tucuruí - Para,Gestão: Estadual,Número de estudantes: 806 (Censo 2025),Número de estudantes no maior turno: 486 (Censo 2025),Velocidade adequada: 486Mbit/s,Medidor ativo,"169,2","39,9","50,4","1,2","0,3",573,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",SpaceX Starlink
15550087,sucesso,7.95,Escola Escola Estadual Dr Abel Figueredo,Município: São João Do Araguaia - Para,Gestão: Estadual,Número de estudantes: 243 (Censo 2025),Número de estudantes no maior turno: 122 (Censo 2025),Velocidade adequada: 122Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15550079,sucesso,6.75,Escola Escola Estadual Benedito Cardoso De Athayde,Município: Augusto Corrêa - Para,Gestão: Estadual,Número de estudantes: 352 (Censo 2025),Número de estudantes no maior turno: 287 (Censo 2025),Velocidade adequada: 287Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15550044,sucesso,6.22,Escola Escola Estadual Isaac Newton,Município: Itaituba - Para,Gestão: Estadual,Número de estudantes: 268 (Censo 2025),Número de estudantes no maior turno: 154 (Censo 2025),Velocidade adequada: 154Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15547191,sucesso,8.67,Escola Escola Estadual Rio Tocantins,Município: Marabá - Para,Gestão: Estadual,Número de estudantes: 484 (Censo 2025),Número de estudantes no maior turno: 254 (Censo 2025),Velocidade adequada: 254Mbit/s,Medidor ativo,"20,2",34,"49,1","6,1","0,3",253,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15544850,sucesso,6.36,Escola Escola Estadual Conego Batista Campos,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 174 (Censo 2025),Número de estudantes no maior turno: 174 (Censo 2025),Velocidade adequada: 174Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15542475,sucesso,7.86,Escola Escola Estadual Dom Tiago Ryan,Município: Santarém - Para,Gestão: Estadual,Número de estudantes: 409 (Censo 2025),Número de estudantes no maior turno: 239 (Censo 2025),Velocidade adequada: 239Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15542297,sucesso,6.22,Escola Escola Estadual Itabocal,Município: Irituia - Para,Gestão: Estadual,Número de estudantes: 456 (Censo 2025),Número de estudantes no maior turno: 222 (Censo 2025),Velocidade adequada: 222Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15540405,sucesso,6.81,Escola Ee De Ensino Tecnico De Nivel Medio Dr Celso Malcher,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 2214 (Censo 2025),Número de estudantes no maior turno: 1547 (Censo 2025),Velocidade adequada: 1000Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Conect Telecom Comunicação Ltda, SpaceX Starlink",
15540332,sucesso,9.59,Escola Escola Estadual Santa Terezinha,Município: Bragança - Para,Gestão: Estadual,Número de estudantes: 183 (Censo 2025),Número de estudantes no maior turno: 183 (Censo 2025),Velocidade adequada: 183Mbit/s,Medidor ativo,"30,4","1,8","4,3","0,2","0,9",23,NA,-,"Portal Conexão Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15539865,sucesso,9.10,Escola Escola Estadual Moradores Cristo Rei,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 217 (Censo 2025),Número de estudantes no maior turno: 110 (Censo 2025),Velocidade adequada: 110Mbit/s,Medidor ativo,"43,5","42,3","2,4","0,3","0,6",192,NA,-,"Sea Telecom Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15539288,sucesso,10.81,Escola Anexo Ee Jose Lourenco - Placas Do Pitinga,Município: Breu Branco - Para,Gestão: Estadual,Número de estudantes: 224 (Censo 2025),Número de estudantes no maior turno: 144 (Censo 2025),Velocidade adequada: 144Mbit/s,Medidor ativo,"131,7",44,"83,3","3,4","0,4",160,NA,-,"Sea Telecom Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15537617,sucesso,6.25,Escola Escola Estadual Maria Estelita Barbosa Da Silva,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 240 (Censo 2025),Número de estudantes no maior turno: 130 (Censo 2025),Velocidade adequada: 130Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Sea Telecom Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15535762,sucesso,6.98,Escola Escola Estadual Centro Maranata,Município: Itaituba - Para,Gestão: Estadual,Número de estudantes: 342 (Censo 2025),Número de estudantes no maior turno: 237 (Censo 2025),Velocidade adequada: 237Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Sea Telecom Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15535347,sucesso,7.40,Escola Escola Estadual Profa Ruth Dos Santos Almeida,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 549 (Censo 2025),Número de estudantes no maior turno: 424 (Censo 2025),Velocidade adequada: 424Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Sea Telecom Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
